property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,sector 4,not applicable,0.75,640.0,11718.75,640.0,,,2,4,3,2.0,,Moderately Old,0,0,0,0,0,1,0,320.0
flat,sector 82,mapsko royale ville,0.97,1790.0,5418.99,,,1790.0,3,4,2,16.0,North-West,Relatively New,0,1,0,0,0,1,95,596.6666666666666
flat,sector 79,supertech araville,0.95,1530.0,6209.15,,,1530.0,2,2,3,7.0,North-East,New Property,1,0,0,0,0,1,49,765.0
flat,sector 84,ss the coralwood,1.1,1890.0,5820.11,,,1890.0,3,3,3+,12.0,East,Moderately Old,0,0,0,0,0,2,104,630.0
house,sector 33,unitech uniworld resorts,9.5,4071.0,23335.79,500.0,,,5,7,3+,2.0,East,Under Construction,1,1,1,1,0,1,57,814.2
house,sector 3,independent,0.55,750.0,7333.33,750.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,750.0
flat,sector 102,conscient heritage max,2.2,2149.0,10237.32,1186.0,1130.0,2149.0,3,4,3+,20.0,East,Relatively New,1,1,0,0,0,2,45,716.3333333333334
house,sector 6,independent,1.0,2160.0,4629.63,240.0,,,6,4,0,3.0,,Undefined,0,0,0,0,0,1,0,360.0
flat,sector 65,emaar mgf emerald floors premier,2.8,1650.0,16969.7,1800.0,1650.0,1975.0,4,4,3,2.0,North,Relatively New,1,0,0,0,0,2,89,412.5
flat,sector 62,emaar digihomes,4.0,2690.0,14869.89,,,2588.79,3,3,3,18.0,North,New Property,0,1,0,0,0,2,38,896.6666666666666
flat,sector 86,pyramid urban homes 2,0.41,594.0,6902.36,,601.0,,2,2,1,3.0,West,Relatively New,0,0,0,0,0,1,63,297.0
flat,sector 77,emaar mgf palm hills,1.64,1950.0,8410.26,,,1950.0,4,3,3,9.0,South,Relatively New,0,1,0,0,0,1,102,487.5
house,sector 66,emaar mgf marbella,11.0,3240.0,33950.62,3240.0,,,5,6,3+,2.0,North-East,New Property,1,1,1,1,0,2,153,648.0
flat,sector 86,dlf new town heights,1.3,1930.0,6735.75,1715.0,,1930.0,3,3,3,15.0,South,Relatively New,0,1,0,1,0,2,49,643.3333333333334
house,sector 56,independent,7.25,2471.0,29340.35,303.0,,,8,8,3+,0.0,North-East,Moderately Old,0,0,0,0,0,2,24,308.875
flat,sector 82,mapsko royale ville,1.12,1400.0,8000.0,1500.0,1400.0,1790.0,3,4,2,6.0,North-West,Relatively New,0,1,0,1,0,1,174,466.6666666666667
flat,sector 48,bestech park view city,1.8,1756.0,10250.57,,1756.0,,3,4,3,3.0,North-West,Moderately Old,1,0,0,0,0,2,76,585.3333333333334
flat,sector 28,dlf regency park,1.91,1150.0,16608.7,,1150.0,,2,2,2,11.0,,New Property,0,0,0,0,0,0,98,575.0
house,sector 50,unitech espace,11.29,3240.0,34845.68,3240.0,,,5,5,3+,2.0,,Moderately Old,1,0,0,1,0,1,21,648.0
flat,sector 79,godrej,1.33,1559.0,8531.11,,,1559.0,2,2,3,6.0,North-West,Relatively New,1,0,0,0,0,1,158,779.5
flat,sector 50,the close north,2.7,2605.0,10364.68,2400.0,2200.0,2605.0,3,3,3+,6.0,East,Moderately Old,0,1,0,0,0,1,174,868.3333333333334
house,sector 41,independent,7.25,2475.0,29292.93,2475.0,,,9,8,3,4.0,South-West,Old Property,0,1,0,0,0,2,94,275.0
flat,sector 72,tata primanti,4.1,2908.0,14099.04,,,2905.0,4,5,3+,39.0,,New Property,0,1,0,0,1,1,103,727.0
flat,sector 109,ats tourmaline,2.25,2585.0,8704.06,,,2585.0,3,4,3,14.0,North-East,Relatively New,0,1,0,0,0,1,101,861.6666666666666
house,sector 14,independent,5.5,3240.0,16975.31,355.0,300.0,,5,4,2,2.0,East,Old Property,1,0,0,0,0,1,27,648.0
flat,sector 92,sare crescent parc,0.82,1523.0,5384.11,1523.0,,,3,3,3+,12.0,West,Undefined,0,0,0,0,0,1,0,507.6666666666667
flat,sector 37c,imperia the esfera,0.95,1666.0,5702.28,1578.0,,,2,2,0,17.0,,Under Construction,0,1,0,0,0,1,66,833.0
flat,sohna road,breez global hill view,0.32,585.0,5470.09,1000.0,585.0,,2,2,1,17.0,,New Property,0,0,0,0,0,1,49,292.5
flat,sector 113,la vida by tata housing,1.32,1276.0,10344.83,1199.0,1099.0,1276.0,2,2,2,3.0,North-East,Relatively New,0,0,0,0,0,1,49,638.0
flat,sector 78,umang monsoon breeze,1.15,2176.0,5284.93,,,2176.0,3,3,3,9.0,,Moderately Old,0,1,0,0,1,1,22,725.3333333333334
house,sector 15,independent,1.8,1800.0,10000.0,1800.0,,,4,3,1,1.0,North-East,Old Property,0,0,0,0,0,1,16,450.0
house,sector 7,independent,0.69,758.0,9102.9,758.0,500.0,,1,1,1,2.0,,Undefined,0,0,0,0,0,1,0,758.0
flat,sector 95,ramsons kshitij,0.33,844.0,3909.95,,,767.0,2,2,1,14.0,South,New Property,0,0,0,0,1,2,79,422.0
flat,sector 102,adani m2k oyster grande,1.8,1889.0,9528.85,,,1889.0,3,4,3,17.0,South-East,Relatively New,0,1,0,0,0,1,49,629.6666666666666
flat,sector 70a,bptp astaire gardens,1.25,1425.0,8771.93,1300.0,1200.0,1425.0,3,3,2,1.0,South-East,Relatively New,0,0,0,0,1,1,49,475.0
house,sector 25,dlf city plots phase 2,15.5,4518.0,34307.22,4518.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,1,144,903.6
flat,sector 102,shapoorji pallonji joyville gurugram,1.35,915.0,14754.1,,,915.0,2,2,2,10.0,,Under Construction,0,0,0,0,0,1,22,457.5
flat,sector 1,samadhan shri kamal cghs,2.01,1759.0,11426.95,,1760.0,,4,4,3+,10.0,,Moderately Old,0,0,0,0,0,0,0,439.75
flat,sector 88a,godrej oasis,1.0,1450.0,6896.55,,1450.0,,2,2,3,7.0,,Relatively New,1,0,0,0,0,1,72,725.0
flat,sector 107,signature global solera,0.38,600.0,6333.33,,600.0,650.0,2,2,2,3.0,East,Relatively New,0,0,0,0,0,0,23,300.0
house,sohna road road,prem kunj,0.5,675.0,7407.41,725.0,675.0,,2,4,3,3.0,South-West,Relatively New,0,0,0,1,0,1,22,337.5
house,sector 25,dlf city plots phase 2,6.3,1800.0,35000.0,1800.0,,,4,4,3+,2.0,East,Old Property,0,1,1,0,0,1,89,450.0
flat,sector 111,puri diplomatic greens,3.4,2950.0,11525.42,,,2950.0,4,5,3+,14.0,East,Relatively New,0,1,0,0,0,1,94,737.5
house,sector 56,independent,3.25,1512.0,21494.71,1512.0,,,5,6,3+,4.0,East,Relatively New,0,0,0,1,1,2,27,302.4
flat,sector 2,bestech park view residency,0.55,650.0,8461.54,,,650.0,1,1,2,7.0,North,Moderately Old,0,0,0,0,0,1,31,650.0
house,sector 24,independent,3.5,1080.0,32407.41,1080.0,,,2,4,3,3.0,North-West,Old Property,0,0,0,0,0,1,15,540.0
flat,dwarka expressway,hero homes,1.6,2045.0,7823.96,,,1689.0,3,3,3,1.0,,New Property,0,0,0,0,0,1,49,681.6666666666666
flat,sector 50,ss hibiscus,6.0,4889.0,12272.45,,,4400.0,4,3,3,5.0,South-East,Moderately Old,0,1,0,0,0,1,31,1222.25
flat,sector 71,chd avenue,0.82,1158.0,7081.17,,,1200.0,2,2,2,6.0,,Moderately Old,0,0,0,0,0,1,0,579.0
flat,sector 7,rwa,0.48,800.0,6000.0,,800.0,,3,2,1,1.0,North-East,New Property,0,0,0,0,0,1,21,266.6666666666667
flat,sector 9,wings apartment,1.2,1800.0,6666.67,,1800.0,,4,3,2,4.0,South-East,Moderately Old,0,0,0,0,0,2,23,450.0
flat,sector 37d,ramprastha the edge towers,0.8,1380.0,5797.1,1300.0,1200.0,1380.0,2,2,3,2.0,North-East,Relatively New,0,0,0,0,0,1,78,690.0
house,sector 4,independent,0.67,684.0,9795.32,76.0,,,3,3,2,2.0,South,Relatively New,0,0,0,0,1,1,7,228.0
flat,sohna road,silverglades the melia,0.75,1350.0,5555.56,1350.0,,,2,2,2,4.0,,Moderately Old,0,0,0,0,0,1,70,675.0
house,sector 57,ansals florence villa,6.0,2700.0,22222.22,2700.0,,,4,5,2,2.0,,Old Property,0,1,0,1,0,2,20,675.0
flat,sector 33,central park flower valley aqua front towers,2.0,1789.0,11179.43,,,1789.0,3,3,3+,8.0,North-East,New Property,0,0,0,0,0,1,23,596.3333333333334
flat,sector 108,experion the heartsong,1.6,2003.0,7988.02,1500.29,1140.98,2003.0,3,4,3+,3.0,South,Relatively New,0,1,0,0,0,2,60,667.6666666666666
house,sector 43,independent,1.9,4860.0,3909.47,60.0,,,3,3,3+,3.0,,Old Property,0,0,0,0,0,0,0,1620.0
flat,sector 50,the close north,2.65,2480.0,10685.48,2470.0,2000.0,2480.0,3,4,3+,6.0,North,Moderately Old,0,1,0,0,0,2,174,826.6666666666666
flat,sector 24,dlf city plots phase 3,6.5,3500.0,18571.43,,3500.0,,4,5,3+,3.0,North-East,New Property,0,1,0,0,0,0,42,875.0
flat,sector 86,microtek greenburg,1.25,1480.0,8445.95,,,1480.0,3,4,3,0.0,South-West,Relatively New,1,0,0,0,0,1,49,493.3333333333333
flat,sector 89,smart world gems,1.3,1423.0,9135.63,,1423.0,,3,3,2,2.0,,New Property,1,0,0,0,0,1,44,474.3333333333333
house,sector 8,independent,0.62,550.0,11272.73,550.0,,,3,1,0,2.0,,Undefined,0,0,0,0,0,1,0,183.33333333333334
flat,sector 99a,pareena coban residences,1.45,1997.0,7260.89,,,1997.0,3,5,3,11.0,,Relatively New,0,1,0,0,1,2,49,665.6666666666666
flat,gwal pahari,valley view estate,1.5,2003.0,7488.77,1850.0,1650.0,2000.0,4,4,3+,10.0,North-East,Moderately Old,0,0,0,0,0,1,58,500.75
house,sector 105,independent,0.37,450.0,8222.22,450.0,,,2,2,1,1.0,,Moderately Old,0,0,0,0,1,1,0,225.0
flat,sector 67,m3m merlin,2.9,2047.0,14167.07,,,2047.0,3,3,3,0.0,West,Relatively New,0,0,0,0,1,2,49,682.3333333333334
flat,sector 81,bestech park view grand spa,4.5,4200.0,10714.29,,,4200.0,4,6,3+,17.0,,Relatively New,0,1,0,0,0,2,44,1050.0
house,sector 7,independent,0.45,900.0,5000.0,,900.0,,3,2,0,1.0,,Undefined,0,0,0,0,0,1,0,300.0
house,sector 56,independent,2.99,1449.0,20634.92,1449.0,,,4,4,2,2.0,South,Moderately Old,1,1,0,1,0,2,49,362.25
house,dwarka expressway,rattan vihar rajendra park,0.85,600.0,14166.67,600.0,,,1,5,3+,4.0,,New Property,0,0,0,0,0,1,0,600.0
flat,sector 99,vatika sovereign park,2.45,2780.0,8812.95,,,2780.0,3,4,3,1.0,East,New Property,0,1,0,0,0,2,165,926.6666666666666
flat,sector 92,sare green parc 2,0.75,1581.0,4743.83,1415.0,1350.0,1454.0,3,3,3,2.0,East,Relatively New,0,0,0,0,1,2,49,527.0
house,sector 14,sector 14 rwa,5.51,3243.0,16990.44,3249.0,,,3,3,2,4.0,South-West,Moderately Old,0,0,0,0,0,1,14,1081.0
flat,sector 93,signature global orchard avenue,0.4,730.0,5479.45,730.0,,,2,2,0,0.0,,Undefined,0,0,0,0,0,1,0,365.0
flat,sector 61,smart world orchard,1.47,1150.0,12782.61,,1150.0,,2,2,2,4.0,North-East,New Property,1,0,0,1,0,1,53,575.0
house,sector 8,independent,1.6,5022.0,3185.98,558.0,,,4,6,1,3.0,,Relatively New,0,0,0,0,0,1,0,1255.5
flat,sector 106,paras dews,0.88,1385.0,6353.79,1120.0,1040.0,1385.0,2,2,3+,3.0,South-East,Relatively New,0,0,0,0,0,1,49,692.5
house,sector 43,independent,5.75,2430.0,23662.55,260.0,220.0,,4,4,2,4.0,North,Under Construction,0,1,1,0,0,0,153,607.5
house,sector 47,malibu towne,1.15,2475.0,4646.46,275.0,,,3,3,3,2.0,North-East,Old Property,0,0,0,0,0,2,33,825.0
house,sector 54,suncity township,25.0,8036.0,31110.0,1000.0,,,4,4,3+,2.0,North,Moderately Old,1,1,1,1,0,1,0,2009.0
flat,sector 69,tulip violet,1.68,2012.0,8349.9,,,2010.0,4,4,2,1.0,South-West,Relatively New,0,0,0,1,0,1,102,503.0
flat,sector 72,spaze privy,1.9,1975.0,9620.25,1975.0,,,3,3,3,10.0,,Undefined,0,0,0,0,0,1,0,658.3333333333334
flat,sector 70a,aipl peaceful homes,2.75,2150.0,12790.7,2150.0,,,3,3,3+,14.0,North-East,Undefined,0,0,0,0,0,1,0,716.6666666666666
flat,sector 107,signature global solera,0.6,750.0,8000.0,750.0,650.0,,3,2,2,8.0,,Undefined,0,0,0,0,0,1,55,250.0
flat,sector 33,godrej nature plus,1.25,1385.0,9025.27,1385.0,1000.0,,2,2,3,17.0,,Undefined,0,0,0,0,0,1,56,692.5
flat,sohna road,hcbs sports ville,0.28,743.0,3768.51,743.0,643.0,,2,2,1,11.0,East,Relatively New,0,0,0,0,0,1,38,371.5
flat,sohna road,hcbs sports ville,0.38,750.0,5066.67,750.0,650.0,,2,2,2,9.0,East,Undefined,0,0,0,0,0,1,0,375.0
flat,sector 95,sidhartha ncr greens,0.96,1548.0,6201.55,,1548.0,,3,3,3,8.0,,New Property,0,0,1,1,0,1,8,516.0
flat,sector 43,dlf the icon,6.0,2300.0,26086.96,,2300.0,,4,4,3+,18.0,North-East,Old Property,0,1,0,0,0,2,150,575.0
house,sector 2,ansals palam vihar,5.0,4000.0,12500.0,4000.0,,,6,4,0,3.0,,Undefined,0,0,0,0,0,1,0,666.6666666666666
flat,sector 108,sobha city,3.95,2343.0,16858.73,,1512.05,2343.0,3,5,2,15.0,North,New Property,0,1,0,0,0,1,118,781.0
flat,sector 81,vipul lavanya,0.6,900.0,6666.67,,,900.0,2,2,1,0.0,,Under Construction,0,0,0,0,0,1,0,450.0
house,sector 3,independent,1.5,1458.0,10288.07,210.0,,,3,3,0,,,Old Property,0,0,0,0,0,1,0,486.0
house,sector 4,grover homes sec 4,4.75,5067.0,9374.38,5067.0,,,5,5,1,1.0,South-East,Old Property,1,1,0,1,0,2,35,1013.4
house,sector 50,unitech south city,5.88,2160.0,27222.22,2160.0,,,3,9,3+,3.0,East,Relatively New,1,1,0,1,1,0,128,720.0
flat,sector 102,conscient heritage max,1.82,1942.0,9371.78,,,1942.0,3,4,3+,15.0,East,Moderately Old,0,1,0,0,0,1,125,647.3333333333334
flat,sector 69,tulip violet,1.76,2010.0,8756.22,,,2010.0,4,4,2,6.0,North,Relatively New,0,0,0,0,0,1,108,502.5
flat,sector 69,tulip violet,1.4,1568.0,8928.57,,1200.0,1568.0,3,3,1,12.0,North,Relatively New,0,0,0,1,0,1,174,522.6666666666666
flat,sector 109,ats tourmaline,2.3,2585.0,8897.49,,,2585.0,3,4,3+,10.0,East,New Property,0,1,0,0,1,1,74,861.6666666666666
house,sector 109,international city by sobha phase 2,6.25,5400.0,11574.07,5400.0,,,4,4,3+,2.0,East,Relatively New,0,1,0,0,0,1,138,1350.0
flat,sector 65,m3m golfestate,5.0,3000.0,16666.67,3245.0,3000.0,3246.0,3,3,3,2.0,East,Relatively New,0,1,0,0,0,2,174,1000.0
flat,sector 79,supertech araville,1.35,1500.0,9000.0,1350.0,1200.0,1530.0,2,2,3,6.0,East,New Property,1,0,0,0,1,2,88,750.0
flat,sector 102,emaar gurgaon greens,1.3,1650.0,7878.79,,1155.0,1650.0,3,3,3,7.0,North-East,Relatively New,0,1,0,0,0,1,93,550.0
house,sector 50,unitech espace,10.3,3240.0,31790.12,3240.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,2,160,648.0
flat,sector 67,m3m one key resiments,0.8,610.0,13114.75,610.0,,,1,1,0,0.0,,Undefined,0,0,0,0,0,1,0,610.0
flat,manesar,the crew bos chs manesar,0.85,2300.0,3695.65,,2300.0,,3,3,2,2.0,East,Moderately Old,0,0,0,0,0,1,44,766.6666666666666
house,sector 50,unitech escape,12.0,3240.0,37037.04,,360.0,,5,6,3+,3.0,East,Undefined,0,0,0,0,0,1,66,648.0
house,sector 106,godrej meridien,5.6,4000.0,14000.0,4000.0,,,5,4,3+,33.0,North-East,New Property,1,1,1,1,0,1,151,800.0
flat,sector 82,mapsko royale ville,1.22,1700.0,7176.47,2000.0,1700.0,2300.0,3,5,3+,10.0,South-West,Relatively New,0,1,0,1,0,2,76,566.6666666666666
flat,sector 53,parsvnath exotica,4.8,3270.0,14678.9,2895.0,,,3,4,3+,12.0,North-West,New Property,0,0,0,0,0,1,69,1090.0
flat,sector 102,shapoorji pallonji joyville gurugram,1.75,1852.0,9449.24,,1128.0,1852.0,3,3,3,10.0,West,Relatively New,1,1,0,1,1,1,49,617.3333333333334
flat,sector 25,dlf belvedere towers,3.7,2100.0,17619.05,,2100.0,,4,4,3,18.0,North-West,Old Property,0,1,0,0,0,2,26,525.0
flat,sector 95,rof ananda,0.31,549.0,5646.63,,549.174178,,2,2,1,5.0,North,Relatively New,0,0,0,1,0,2,74,274.5
flat,sector 90,dlf regal gardens,1.23,1744.0,7052.75,,,1744.0,3,3,2,19.0,North,Relatively New,0,0,0,0,1,1,6,581.3333333333334
flat,sector 108,experion the heartsong,0.97,1050.0,9238.1,,1050.0,,2,2,3,10.0,North-East,Relatively New,0,1,0,0,0,1,165,525.0
flat,sector 43,dlf royalton tower,6.5,2940.0,22108.84,,,2940.0,4,5,2,8.0,West,Relatively New,0,1,0,0,0,1,15,735.0
flat,sector 104,puri emerald bay,1.5,1550.0,9677.42,,,1550.0,2,2,2,7.0,,Under Construction,0,0,0,0,1,1,43,775.0
flat,sector 104,godrej summit,0.85,1233.0,6893.76,,1450.0,,2,2,3,12.0,,Relatively New,1,0,0,0,1,1,61,616.5
flat,sector 107,signature global solera 2,0.37,554.0,6678.7,,553.802655,,2,2,2,9.0,,New Property,0,0,0,0,0,1,23,277.0
flat,sector 37c,corona optus,1.27,1756.0,7232.35,,,1763.0,3,3,3,2.0,South,Relatively New,0,0,0,0,1,1,49,585.3333333333334
flat,sector 99a,laxmi pareena,0.3,450.0,6666.67,,450.0,,2,1,0,12.0,North,Undefined,0,0,0,0,0,1,0,225.0
flat,sector 85,ss the leaf,2.15,2408.0,8928.57,,,2408.0,3,5,3,2.0,,New Property,0,0,0,0,0,1,53,802.6666666666666
flat,sector 81,dlf the ultima,3.45,2872.0,12012.53,,,2872.0,4,4,3+,10.0,East,New Property,0,1,0,0,0,0,165,718.0
flat,sector 104,zara aavaas,0.4,569.0,7029.88,,,568.46,2,2,1,4.0,North,Relatively New,0,0,0,0,0,1,52,284.5
flat,sohna road,signature global park,0.55,748.0,7352.94,,745.0,,2,2,3,4.0,East,New Property,0,0,0,0,0,1,80,374.0
flat,sohna road,signature global park,0.53,842.0,6294.54,,845.0,,2,2,2,1.0,East,Relatively New,0,0,0,1,0,1,168,421.0
flat,sohna road,eldeco accolade,1.14,1746.0,6529.21,,1062.0,1751.0,3,3,3+,4.0,East,Relatively New,0,0,0,0,0,1,157,582.0
flat,sector 103,indiabulls centrum park,1.65,2000.0,8250.0,,1400.0,2000.0,3,3,3+,15.0,,Relatively New,1,0,0,0,0,1,38,666.6666666666666
flat,sector 79,m3m golfestate,1.4,1400.0,10000.0,,1400.0,,2,2,2,4.0,East,Undefined,1,1,1,0,0,0,83,700.0
flat,sector 79,bestech altura,1.72,2150.0,8000.0,,1300.0,2150.0,3,4,3+,5.0,North-East,Relatively New,0,1,0,0,0,1,174,716.6666666666666
flat,sector 67a,4s aradhya homes,1.9,2144.0,8861.94,,,2200.0,4,4,3,3.0,,New Property,0,0,0,0,0,2,62,536.0
flat,sector 43,sanskriti apartments,2.5,1850.0,13513.51,,,1850.0,3,2,3,5.0,East,Old Property,1,0,0,0,0,1,0,616.6666666666666
flat,sector 102,adani m2k oyster grande,2.35,2775.0,8468.47,,,2598.0,3,3,3,14.0,East,Relatively New,1,1,0,0,0,2,165,925.0
house,sector 24,independent,10.0,3915.0,25542.78,,435.0,,8,10,3+,1.0,West,Undefined,0,0,0,0,0,1,0,489.375
house,sector 25,dlf city plots phase 2,10.55,2700.0,39074.07,2700.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,1,131,540.0
house,sector 23,independent,2.8,1557.0,17983.3,160.0,150.0,,5,5,3+,2.0,North-East,Old Property,0,0,0,1,0,2,74,311.4
flat,sector 92,parkwood westend,0.7,1345.0,5204.46,,,1345.0,2,2,3,5.0,,Under Construction,1,0,0,0,0,1,0,672.5
flat,sector 104,puri emerald bay,2.3,2450.0,9387.76,,,2450.0,3,4,3+,10.0,North-East,Moderately Old,0,1,0,0,0,1,101,816.6666666666666
house,sector 12,independent,1.35,1105.0,12217.19,2052.0,,,2,5,1,3.0,,Old Property,0,0,0,0,0,1,31,552.5
flat,sector 103,signature global grand iva,0.23,352.0,6534.09,,360.0,,1,1,1,4.0,North-East,Relatively New,0,0,0,0,0,1,23,352.0
flat,sector 33,godrej nature plus,1.27,1383.0,9182.94,,,1383.0,2,2,3+,9.0,West,Under Construction,0,0,0,0,0,1,38,691.5
flat,sector 85,ss the leaf,2.2,1968.0,11178.86,2390.0,1968.0,2812.0,4,5,3+,4.0,West,Relatively New,0,1,0,1,0,1,174,492.0
house,sector 57,independent,3.5,1620.0,21604.94,1620.0,,,4,4,3+,3.0,South,Old Property,0,0,1,0,0,2,67,405.0
flat,sector 104,puri emerald bay,1.8,2040.0,8823.53,,,1700.0,2,3,3,23.0,,New Property,0,1,0,0,0,1,36,1020.0
house,sector 7,independent,3.0,2610.0,11494.25,2610.0,,,7,7,0,3.0,,Undefined,0,0,0,0,0,1,0,372.85714285714283
flat,sector 37,dlf 76,4.0,3500.0,11428.57,,3500.0,,4,4,2,4.0,,Under Construction,1,1,0,0,0,2,101,875.0
flat,sector 33,ashiana anmol,1.1,1275.0,8627.45,1275.0,795.0,,2,2,2,4.0,North-East,Undefined,0,0,0,0,0,1,0,637.5
flat,sector 48,central park resort belgravia residences,6.25,2572.0,24300.16,,2880.0,,3,5,3+,5.0,South-East,Moderately Old,0,1,0,0,0,2,49,857.3333333333334
flat,sector 90,dlf regal gardens,1.78,2215.0,8036.12,2000.0,1650.0,2215.0,4,4,3+,8.0,South,Relatively New,0,0,0,0,0,1,126,553.75
house,sector 26,independent,18.25,10000.0,18250.0,,10000.0,,7,9,3+,4.0,East,Relatively New,1,1,1,1,0,2,77,1428.5714285714287
flat,sector 71,signature andour heights,0.37,450.0,8222.22,450.0,366.48,,1,1,2,2.0,North-East,Relatively New,0,0,0,0,0,1,65,450.0
flat,sector 95,sidhartha ncr one,0.56,1364.0,4105.57,1364.0,1200.0,,2,2,2,10.0,,Undefined,0,0,0,0,0,1,0,682.0
flat,sector 84,antriksh heights,0.54,1211.0,4459.12,,,1200.0,2,2,3+,17.0,North-West,Relatively New,0,0,0,0,0,1,81,605.5
flat,sector 63a,birla navya,3.15,2153.0,14630.75,,200.0,,3,3,3,4.0,East,Under Construction,0,0,0,0,1,1,44,717.6666666666666
house,sector 2,ansals palam vihar,9.0,4680.0,19230.77,4680.0,,,5,5,2,2.0,North,Old Property,1,1,1,1,0,0,110,936.0
flat,sector 60,ireo skyon,3.0,2403.0,12484.39,2400.0,2200.0,2403.0,3,3,3,5.0,North-East,Relatively New,0,1,0,0,0,2,174,801.0
flat,sector 37c,imperia the esfera,0.86,1578.0,5449.94,,1310.0,1578.0,2,3,3,9.0,South-East,Relatively New,1,0,0,0,1,1,49,789.0
flat,sector 37c,imperia aashiyara,0.4,680.0,5882.35,,680.0,,2,2,3,3.0,,Under Construction,0,0,0,0,0,1,126,340.0
house,sector 50,independent,10.56,3240.0,32592.59,3240.0,,,5,5,3,3.0,,Moderately Old,0,1,0,0,0,1,20,648.0
flat,manesar,hsiidc sidco shivalik apartments,0.85,1666.0,5102.04,,,1666.0,3,2,2,5.0,,Moderately Old,0,0,0,0,0,1,0,555.3333333333334
house,sector 61,smart world orchard,2.01,1546.0,13001.29,1549.0,,,3,3,3,4.0,North,Under Construction,0,0,0,0,0,1,145,515.3333333333334
flat,sector 62,pioneer araya,9.95,4739.0,20995.99,,3219.0,4739.0,4,6,3,12.0,South-East,Relatively New,0,1,0,1,0,2,138,1184.75
house,sector 17,independent,3.0,2700.0,11111.11,,2700.0,,4,4,0,1.0,,Undefined,0,0,0,0,0,1,0,675.0
flat,sector 83,vatika lifestyle homes,1.1,1755.0,6267.81,,,1755.0,3,3,2,8.0,South,Relatively New,1,0,1,1,0,2,174,585.0
flat,sector 103,landmark the residency,0.9,1350.0,6666.67,,,1350.0,2,2,2,1.0,South-West,Relatively New,0,0,0,0,0,1,44,675.0
flat,sector 86,microtek greenburg,1.3,850.0,15294.12,,850.0,,2,3,3,5.0,North-East,Relatively New,1,0,0,0,0,2,45,425.0
flat,sector 89,smart world gems,1.71,1425.0,12000.0,1423.0,,,3,2,0,3.0,,Undefined,0,0,0,0,0,1,45,475.0
flat,sector 113,la vida by tata housing,3.72,2660.0,13984.96,,2660.0,,5,4,3+,0.0,,New Property,0,0,0,1,0,0,44,532.0
flat,sector 3 phase 2,shyam sadan,0.55,850.0,6470.59,,700.0,,2,2,1,4.0,West,Relatively New,1,0,0,0,0,2,69,425.0
flat,sector 92,sare homes,0.8,1523.0,5252.79,,1523.0,,3,3,3,7.0,North-West,Relatively New,1,0,0,0,0,2,80,507.6666666666667
house,sector 43,independent,2.5,8667.0,2884.5,963.0,,,7,7,3,4.0,West,Relatively New,0,0,0,0,1,2,20,1238.142857142857
flat,sector 65,emaar mgf emerald floors,2.6,1650.0,15757.58,,1650.0,,3,3,3+,3.0,East,Undefined,0,0,0,0,0,1,0,550.0
house,sector 82,independent,7.0,3240.0,21604.94,3240.0,,,4,4,3+,1.0,North-East,Relatively New,1,1,0,1,0,2,49,810.0
flat,sector 36,signature global infinity mall,0.41,654.0,6269.11,654.0,,,2,2,3,3.0,,Undefined,0,0,0,0,0,1,0,327.0
flat,sector 109,ats kocoon,2.22,2095.0,10596.66,1860.0,,2095.0,3,4,3,14.0,East,Relatively New,1,1,1,1,0,1,45,698.3333333333334
flat,sector 6,divya apartments,0.6,790.0,7594.94,790.0,750.0,,2,2,0,2.0,South-West,Relatively New,0,0,0,0,0,2,15,395.0
house,sector 103,independent,2.25,3534.0,6366.72,3534.0,2000.0,,3,5,3+,10.0,South,Undefined,0,0,0,0,0,1,0,1178.0
flat,sector 92,raheja sampada,0.65,1370.0,4744.53,,,1370.0,3,2,3,6.0,North-East,Relatively New,0,0,0,0,0,1,49,456.6666666666667
flat,sohna road,eldeco accolade,0.78,1439.0,5420.43,,,1457.0,2,2,2,7.0,North,Relatively New,1,0,0,0,0,2,137,719.5
flat,sector 81,lavanya apartments,0.9,1780.0,5056.18,1780.0,,,3,3,0,7.0,,Undefined,0,0,0,0,0,1,0,593.3333333333334
flat,sector 69,tulip yellow,1.8,1704.0,10563.38,,1704.0,,3,3,3,14.0,East,Under Construction,0,0,0,0,0,1,49,568.0
flat,sohna road road,bhemerlei,0.69,1353.0,5099.78,1350.0,,,2,2,2,3.0,,Under Construction,0,0,0,0,0,1,0,676.5
flat,sector 65,emaar mgf emerald estate,1.42,1020.0,13921.57,1010.0,750.0,1020.0,2,2,2,6.0,North-East,Relatively New,1,0,0,0,0,2,174,510.0
house,sector 70a,bptp visionnaire,5.25,2610.0,20114.94,2610.0,,,5,4,3+,3.0,North-East,New Property,0,1,0,0,0,2,49,522.0
flat,sector 82,vatika the seven lamps,1.0,1688.0,5924.17,,,1435.0,2,2,2,11.0,South,Relatively New,1,0,0,0,0,2,90,844.0
